Votado| B| CLAIM| NA| NA| 0
una| O| NA| NA| NA| 0
aleta| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
tiburón| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
bus| O| NA| NA| NA| 0
/| O| NA| NA| NA| 0
taxi| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Explicame| O| NA| NA| NA| 0
como| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
haces| O| NA| NA| NA| 0
porque| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
parte| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
subida| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
como| O| NA| NA| NA| 0
mucho| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
siendo| O| NA| NA| NA| 0
bueno| O| NA| NA| NA| 0
vas| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
2025| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
haces| O| NA| NA| NA| 0
te| O| NA| NA| NA| 0
metes| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
carril| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
tráfico| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
medio| O| NA| NA| NA| 0
del| O| NA| NA| NA| 0
carril| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
llevas| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
todos| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
coches| O| NA| NA| NA| 0
detrás| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
ti| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
esa| O| NA| NA| NA| 0
velocidad| O| NA| NA| NA| 0
?| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Tu| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
has| O| NA| NA| NA| 0
dicho| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
perro| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
gato| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
humano| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
O| O| NA| NA| NA| 0
sea| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
tasa| O| NA| NA| NA| 0
entonces| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
todos| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
igual| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
tiene| O| NA| NA| NA| 0
perro| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
acaso| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
animalito| O| NA| NA| NA| 0
ensucia| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
calle| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
como| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
tiene| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
acaso| O| NA| NA| NA| 0
le| O| NA| NA| NA| 0
da| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
tirar| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
misma| O| NA| NA| NA| 0
colillas| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
chicles| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
cáscaras| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
pipas| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
huesos| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
pollo| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
botes| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
cerveza| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
refrescos| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
etc.| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
¡| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
pañales| O| NA| NA| NA| 0
del| O| NA| NA| NA| 0
crío| O| NA| NA| NA| 0
!| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
cáscaras| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
pipas| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
come| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
calle| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
restos| O| NA| NA| NA| 0
del| O| NA| NA| NA| 0
perrito| O| NA| NA| NA| 0
caliente| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
ya| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
le| O| NA| NA| NA| 0
apetece| O| NA| NA| NA| 0
terminarse| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
etc.| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
etc.| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
etc.| O| NA| NA| NA| 0
Ah| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
vacían| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
contenedores| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
papeleras| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
plena| O| NA| NA| NA| 0
calle| O| NA| NA| NA| 0
arruinando| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
trabajo| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
echan| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
cosas| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
su| O| NA| NA| NA| 0
sitio| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Es| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
todo| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
asco| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
dan| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
todo| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
mal| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
me| O| NA| NA| NA| 0
parece| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
recojan| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
ojalá| O| NA| NA| NA| 0
fuesen| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
perros| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
únicas| O| NA| NA| NA| 0
mierdas| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
hubiese| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
calle| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
así| O| NA| NA| NA| 0
al| O| NA| NA| NA| 0
menos| O| NA| NA| NA| 0
sería| O| NA| NA| NA| 0
posible| O| NA| NA| NA| 0
pasar| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
otro| O| NA| NA| NA| 0
lado| O| NA| NA| NA| 0
sin| O| NA| NA| NA| 0
llenarse| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
zapatos| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
porquería| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
culpa| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
cerdos| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
parece| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
dedicasen| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
ensuciar| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
ciudad| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
propósito| O| NA| NA| NA| 0
solo| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
luego| O| NA| NA| NA| 0
quejarse| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
está| O| NA| NA| NA| 0
sucia| O| NA| NA| NA| 0
o| O| NA| NA| NA| 0
yo| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Con| O| NA| NA| NA| 0
ese| O| NA| NA| NA| 0
impuesto| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
paga| O| NA| NA| NA| 0
ni| O| NA| NA| NA| 0
siquiera| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
gastos| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
sanidad| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
provoca| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
uso| O| NA| NA| NA| 0
indiscriminado| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
coches| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
polución| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
generan| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
mucho| O| NA| NA| NA| 0
menos| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
kilómetros| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
carreteras| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
autopistas| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
puentes| O| NA| NA| NA| 0
etc.| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
su| O| NA| NA| NA| 0
mantenimiento| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Si| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
carreteras| O| NA| NA| NA| 0
sólo| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
pagaran| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
usan| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
acaban| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
coches| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
2| O| NA| NA| NA| 0
días| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Hay| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
volverse| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
sentirse| O| NA| NA| NA| 0
orgulloso| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
nuestra| O| NA| NA| NA| 0
ciudad| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
recuperarla| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
muchas| O| NA| NA| NA| 0
cosas| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
hagan| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
no| B| PREMISE| CONDITION| SUPPORT| 1
está| I| PREMISE| CONDITION| SUPPORT| 1
limpia| I| PREMISE| CONDITION| SUPPORT| 1
,| O| NA| NA| NA| 0
lo| B| CLAIM| NA| NA| 0
demás| I| CLAIM| NA| NA| 0
será| I| CLAIM| NA| NA| 0
inútil| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0

Carmena| O| NA| NA| NA| 0
Dimisión| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

El| B| CLAIM| NA| NA| 0
barrio| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
San| I| CLAIM| NA| NA| 0
Isidro| I| CLAIM| NA| NA| 0
da| I| CLAIM| NA| NA| 0
bastante| I| CLAIM| NA| NA| 0
pena| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
sobretodo| O| NA| NA| NA| 0
desde| B| PREMISE| PRECISION| SUPPORT| -1
que| I| PREMISE| PRECISION| SUPPORT| -1
está| I| PREMISE| PRECISION| SUPPORT| -1
ocupada| I| PREMISE| PRECISION| SUPPORT| -1
la| I| PREMISE| PRECISION| SUPPORT| -1
casa| I| PREMISE| PRECISION| SUPPORT| -1
en| I| PREMISE| PRECISION| SUPPORT| -1
la| I| PREMISE| PRECISION| SUPPORT| -1
calle| I| PREMISE| PRECISION| SUPPORT| -1
José| I| PREMISE| PRECISION| SUPPORT| -1
Garrido| I| PREMISE| PRECISION| SUPPORT| -1
.| O| NA| NA| NA| 0
La| B| PREMISE| EXEMPLIFICATION| SUPPORT| -2
calle| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
está| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
llena| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
excrementos| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
los| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
perros| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
que| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
dejan| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
sueltos| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
y| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
los| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
cuales| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
nos| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
recogen| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
sus| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
excrementos| I| PREMISE| EXEMPLIFICATION| SUPPORT| -2
.| O| NA| NA| NA| 0
Por| O| NA| NA| NA| 0
otro| O| NA| NA| NA| 0
lado| O| NA| NA| NA| 0
dejan| B| PREMISE| ADDITION| SUPPORT| -1
ropa| I| PREMISE| ADDITION| SUPPORT| -1
tirada| I| PREMISE| ADDITION| SUPPORT| -1
por| I| PREMISE| ADDITION| SUPPORT| -1
el| I| PREMISE| ADDITION| SUPPORT| -1
suelo| I| PREMISE| ADDITION| SUPPORT| -1
de| I| PREMISE| ADDITION| SUPPORT| -1
toda| I| PREMISE| ADDITION| SUPPORT| -1
la| I| PREMISE| ADDITION| SUPPORT| -1
calle| I| PREMISE| ADDITION| SUPPORT| -1
y| I| PREMISE| ADDITION| SUPPORT| -1
muebles| I| PREMISE| ADDITION| SUPPORT| -1
y| I| PREMISE| ADDITION| SUPPORT| -1
basura| I| PREMISE| ADDITION| SUPPORT| -1
.| O| NA| NA| NA| 0
Esto| B| PREMISE| ADDITION| SUPPORT| -4
empeora| I| PREMISE| ADDITION| SUPPORT| -4
si| O| NA| NA| NA| 0
el| B| PREMISE| CONDITION| SUPPORT| -1
único| I| PREMISE| CONDITION| SUPPORT| -1
servicio| I| PREMISE| CONDITION| SUPPORT| -1
que| I| PREMISE| CONDITION| SUPPORT| -1
hay| I| PREMISE| CONDITION| SUPPORT| -1
es| I| PREMISE| CONDITION| SUPPORT| -1
un| I| PREMISE| CONDITION| SUPPORT| -1
barrendero| I| PREMISE| CONDITION| SUPPORT| -1
que| I| PREMISE| CONDITION| SUPPORT| -1
pasa| I| PREMISE| CONDITION| SUPPORT| -1
como| I| PREMISE| CONDITION| SUPPORT| -1
mucho| I| PREMISE| CONDITION| SUPPORT| -1
una| I| PREMISE| CONDITION| SUPPORT| -1
vez| I| PREMISE| CONDITION| SUPPORT| -1
a| I| PREMISE| CONDITION| SUPPORT| -1
la| I| PREMISE| CONDITION| SUPPORT| -1
semana| I| PREMISE| CONDITION| SUPPORT| -1
.| O| NA| NA| NA| 0
Por| O| NA| NA| NA| 0
favor| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
nosotros| B| PREMISE| CONCLUSION| SUPPORT| -6
también| I| PREMISE| CONCLUSION| SUPPORT| -6
merecemos| I| PREMISE| CONCLUSION| SUPPORT| -6
un| I| PREMISE| CONCLUSION| SUPPORT| -6
barrio| I| PREMISE| CONCLUSION| SUPPORT| -6
limpio| I| PREMISE| CONCLUSION| SUPPORT| -6
.| O| NA| NA| NA| 0

Estoy| O| NA| NA| NA| 0
completamente| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
acuerdo| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
necesario| O| NA| NA| NA| 0
hacer| O| NA| NA| NA| 0
algo| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
dueños| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
hagan| O| NA| NA| NA| 0
responsables| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
cacas| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
sus| O| NA| NA| NA| 0
perros| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Es| O| NA| NA| NA| 0
insoportable| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
Madrid| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
auténtico| O| NA| NA| NA| 0
wc| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
perro| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
vas| O| NA| NA| NA| 0
andando| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
calle| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
tienes| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
ir| O| NA| NA| NA| 0
sorteando| O| NA| NA| NA| 0
excrementos| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Y| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
solo| O| NA| NA| NA| 0
eso| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
también| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
olor| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Hay| O| NA| NA| NA| 0
calles| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
Madrid| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
huelen| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
mierda| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
literalmente| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Yo| O| NA| NA| NA| 0
vivo| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
Paseo| O| NA| NA| NA| 0
Delicias| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
insoportable| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Creo| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
hay| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
tomar| O| NA| NA| NA| 0
medidas| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
vez| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
todas| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
dueños| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
hagan| O| NA| NA| NA| 0
responsables| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
porque| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
está| O| NA| NA| NA| 0
convirtiendo| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
algo| O| NA| NA| NA| 0
repugnante| O| NA| NA| NA| 0
pasear| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
Madrid| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Nunca| O| NA| NA| NA| 0
he| O| NA| NA| NA| 0
sido| O| NA| NA| NA| 0
partidaria| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
castigos| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
sanciones| O| NA| NA| NA| 0
económicas| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
pero| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
otra| O| NA| NA| NA| 0
manera| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
responden| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
hacen| O| NA| NA| NA| 0
responsables| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
tendrá| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
ser| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
través| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
multas| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
le| O| NA| NA| NA| 0
vamos| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
hacer| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Doy| O| NA| NA| NA| 0
mi| O| NA| NA| NA| 0
voto| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Por| O| NA| NA| NA| 0
supuesto| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Ya| O| NA| NA| NA| 0
está| O| NA| NA| NA| 0
bien| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Soluciones| B| CLAIM| NA| NA| 0
:| I| CLAIM| NA| NA| 0
Primera| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
más| I| CLAIM| NA| NA| 0
lógica| I| CLAIM| NA| NA| 0
.| I| CLAIM| NA| NA| 0
-| I| CLAIM| NA| NA| 0
Prohibir| I| CLAIM| NA| NA| 0
radicalmente| I| CLAIM| NA| NA| 0
los| I| CLAIM| NA| NA| 0
perros| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
Madrid| I| CLAIM| NA| NA| 0
2| O| NA| NA| NA| 0
Mientras| B| PREMISE| CONCESSION| SUPPORT| -1
se| I| PREMISE| CONCESSION| SUPPORT| -1
estudia| I| PREMISE| CONCESSION| SUPPORT| -1
y| I| PREMISE| CONCESSION| SUPPORT| -1
consigue| I| PREMISE| CONCESSION| SUPPORT| -1
la| I| PREMISE| CONCESSION| SUPPORT| -1
anterior| I| PREMISE| CONCESSION| SUPPORT| -1
.| O| NA| NA| NA| 0
Cortar| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
raiz| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
costumbre| O| NA| NA| NA| 0
esa| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
perros| O| NA| NA| NA| 0
defequen| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
calles| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Cada| O| NA| NA| NA| 0
uno| O| NA| NA| NA| 0
tiene| O| NA| NA| NA| 0
su| O| NA| NA| NA| 0
casa| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
allí| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
donde| O| NA| NA| NA| 0
tiene| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
hacerlo| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
¿| O| NA| NA| NA| 0
Acaso| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
humanos| O| NA| NA| NA| 0
somos| O| NA| NA| NA| 0
obligados| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
defecar| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
las| O| NA| NA| NA| 0
calles| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
?| O| NA| NA| NA| 0
¿| O| NA| NA| NA| 0
Es| O| NA| NA| NA| 0
lógico| O| NA| NA| NA| 0
?| O| NA| NA| NA| 0
Cada| O| NA| NA| NA| 0
dueño| O| NA| NA| NA| 0
debe| O| NA| NA| NA| 0
encargarse| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
forma| O| NA| NA| NA| 0
más| O| NA| NA| NA| 0
cómoda| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
él| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
perro| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
hacerlo| O| NA| NA| NA| 0
cada| O| NA| NA| NA| 0
uno| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
su| O| NA| NA| NA| 0
casa| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Hay| O| NA| NA| NA| 0
mil| O| NA| NA| NA| 0
soluciones| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
se| O| NA| NA| NA| 0
quiere| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
lo| O| NA| NA| NA| 0
hagan| O| NA| NA| NA| 0
siempre| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
el| O| NA| NA| NA| 0
mismo| O| NA| NA| NA| 0
lugar| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
casa| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
aunque| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
evidentemante| O| NA| NA| NA| 0
eso| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
problema| O| NA| NA| NA| 0
del| O| NA| NA| NA| 0
ayuntamiento| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
menos| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
torturan| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
demás| O| NA| NA| NA| 0
con| O| NA| NA| NA| 0
su| O| NA| NA| NA| 0
perro| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Dar| O| NA| NA| NA| 0
facilidades| O| NA| NA| NA| 0
para| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
cualquier| O| NA| NA| NA| 0
vecino| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
Madrid| O| NA| NA| NA| 0
pueda| O| NA| NA| NA| 0
denunciar| O| NA| NA| NA| 0
a| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
perros| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
vea| O| NA| NA| NA| 0
orinando| O| NA| NA| NA| 0
o| O| NA| NA| NA| 0
cagando| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
