Limpiar| B| MAJOR_CLAIM| NA| NA| 0
para| I| PREMISE| OPPOSITION| ATTACK| -1
que| I| PREMISE| OPPOSITION| ATTACK| -1
se| I| PREMISE| OPPOSITION| ATTACK| -1
entienda| I| PREMISE| OPPOSITION| ATTACK| -1
.| O| NA| NA| NA| 0
Si| O| NA| NA| NA| 0
entras| B| PREMISE| CONDITION| SUPPORT| 1
en| I| PREMISE| CONDITION| SUPPORT| 1
un| I| PREMISE| CONDITION| SUPPORT| 1
bar| I| PREMISE| CONDITION| SUPPORT| 1
con| I| PREMISE| CONDITION| SUPPORT| 1
el| I| PREMISE| CONDITION| SUPPORT| 1
suelo| I| PREMISE| CONDITION| SUPPORT| 1
lleno| I| PREMISE| CONDITION| SUPPORT| 1
de| I| PREMISE| CONDITION| SUPPORT| 1
servilletas| I| PREMISE| CONDITION| SUPPORT| 1
sucias| I| PREMISE| CONDITION| SUPPORT| 1
yo| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
entro| O| NA| NA| NA| 0
la| B| CLAIM| NA| NA| 0
tendencia| I| CLAIM| NA| NA| 0
es| I| CLAIM| NA| NA| 0
a| I| CLAIM| NA| NA| 0
tirar| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
servilletas| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
un| O| NA| NA| NA| 0
acto| O| NA| NA| NA| 0
inconsciente| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Si| O| NA| NA| NA| 0
el| B| PREMISE| CONDITION| SUPPORT| 1
bar| I| PREMISE| CONDITION| SUPPORT| 1
está| I| PREMISE| CONDITION| SUPPORT| 1
limpio| I| PREMISE| CONDITION| SUPPORT| 1
buscarás| B| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
papelera| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0

La| B| CLAIM| NA| NA| 0
única| I| CLAIM| NA| NA| 0
basura| I| CLAIM| NA| NA| 0
aceptable| I| CLAIM| NA| NA| 0
en| I| CLAIM| NA| NA| 0
un| I| CLAIM| NA| NA| 0
pueblo| I| CLAIM| NA| NA| 0
culto| I| CLAIM| NA| NA| 0
,| I| CLAIM| NA| NA| 0
es| I| CLAIM| NA| NA| 0
el| I| CLAIM| NA| NA| 0
polvo| I| CLAIM| NA| NA| 0
del| I| CLAIM| NA| NA| 0
ambiente| I| CLAIM| NA| NA| 0
,| I| CLAIM| NA| NA| 0
hojas| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
árboles| I| CLAIM| NA| NA| 0
,| I| CLAIM| NA| NA| 0
alguna| I| CLAIM| NA| NA| 0
rama| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
nada| I| CLAIM| NA| NA| 0
más| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
Todo| B| PREMISE| REASON| SUPPORT| -1
lo| I| PREMISE| REASON| SUPPORT| -1
demás| I| PREMISE| REASON| SUPPORT| -1
proviene| I| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
la| I| PREMISE| REASON| SUPPORT| -1
mano| I| PREMISE| REASON| SUPPORT| -1
del| I| PREMISE| REASON| SUPPORT| -1
hombre| I| PREMISE| REASON| SUPPORT| -1
y| I| PREMISE| REASON| SUPPORT| -1
no| I| PREMISE| REASON| SUPPORT| -1
siempre| I| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
la| I| PREMISE| REASON| SUPPORT| -1
mano| I| PREMISE| REASON| SUPPORT| -1
Los| I| PREMISE| REASON| SUPPORT| -1
papeles| I| PREMISE| REASON| SUPPORT| -1
,| I| PREMISE| REASON| SUPPORT| -1
latas| I| PREMISE| REASON| SUPPORT| -1
,| I| PREMISE| REASON| SUPPORT| -1
maderas| I| PREMISE| REASON| SUPPORT| -1
,| I| PREMISE| REASON| SUPPORT| -1
vidrios| I| PREMISE| REASON| SUPPORT| -1
,| I| PREMISE| REASON| SUPPORT| -1
botellas| I| PREMISE| REASON| SUPPORT| -1
,| I| PREMISE| REASON| SUPPORT| -1
plásticos| I| PREMISE| REASON| SUPPORT| -1
,| I| PREMISE| REASON| SUPPORT| -1
colillas| I| PREMISE| REASON| SUPPORT| -1
,| I| PREMISE| REASON| SUPPORT| -1
heces| I| PREMISE| REASON| SUPPORT| -1
,| I| PREMISE| REASON| SUPPORT| -1
vómitos| I| PREMISE| REASON| SUPPORT| -1
,| I| PREMISE| REASON| SUPPORT| -1
orines| I| PREMISE| REASON| SUPPORT| -1
,| I| PREMISE| REASON| SUPPORT| -1
etc.| I| PREMISE| REASON| SUPPORT| -1
No| I| PREMISE| REASON| SUPPORT| -1
llegaron| I| PREMISE| REASON| SUPPORT| -1
solos| I| PREMISE| REASON| SUPPORT| -1
a| I| PREMISE| REASON| SUPPORT| -1
las| I| PREMISE| REASON| SUPPORT| -1
calles| I| PREMISE| REASON| SUPPORT| -1
,| I| PREMISE| REASON| SUPPORT| -1
siempre| I| PREMISE| REASON| SUPPORT| -1
hay| I| PREMISE| REASON| SUPPORT| -1
un| I| PREMISE| REASON| SUPPORT| -1
ciudadano| I| PREMISE| REASON| SUPPORT| -1
sucio| I| PREMISE| REASON| SUPPORT| -1
,| I| PREMISE| REASON| SUPPORT| -1
resentido| I| PREMISE| REASON| SUPPORT| -1
social| I| PREMISE| REASON| SUPPORT| -1
,| I| PREMISE| REASON| SUPPORT| -1
mal| I| PREMISE| REASON| SUPPORT| -1
educado| I| PREMISE| REASON| SUPPORT| -1
que| I| PREMISE| REASON| SUPPORT| -1
expresa| I| PREMISE| REASON| SUPPORT| -1
su| I| PREMISE| REASON| SUPPORT| -1
mala| I| PREMISE| REASON| SUPPORT| -1
conducta| I| PREMISE| REASON| SUPPORT| -1
arrojando| I| PREMISE| REASON| SUPPORT| -1
basura-| I| PREMISE| REASON| SUPPORT| -1
.| O| NA| NA| NA| 0

Hola| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
en| O| NA| NA| NA| 0
mi| O| NA| NA| NA| 0
opinión| O| NA| NA| NA| 0
no| B| PREMISE| REASON| SUPPORT| 3
me| I| PREMISE| REASON| SUPPORT| 3
parece| I| PREMISE| REASON| SUPPORT| 3
una| I| PREMISE| REASON| SUPPORT| 3
prioridad| I| PREMISE| REASON| SUPPORT| 3
a| I| PREMISE| REASON| SUPPORT| 3
día| I| PREMISE| REASON| SUPPORT| 3
de| I| PREMISE| REASON| SUPPORT| 3
hoy| I| PREMISE| REASON| SUPPORT| 3
.| O| NA| NA| NA| 0
Creo| B| PREMISE| REASON| SUPPORT| 2
que| I| PREMISE| REASON| SUPPORT| 2
la| I| PREMISE| REASON| SUPPORT| 2
ciudadanía| I| PREMISE| REASON| SUPPORT| 2
deberíamos| I| PREMISE| REASON| SUPPORT| 2
volcarnos| I| PREMISE| REASON| SUPPORT| 2
más| I| PREMISE| REASON| SUPPORT| 2
en| I| PREMISE| REASON| SUPPORT| 2
acciones| I| PREMISE| REASON| SUPPORT| 2
que| I| PREMISE| REASON| SUPPORT| 2
realmente| I| PREMISE| REASON| SUPPORT| 2
supongan| I| PREMISE| REASON| SUPPORT| 2
un| I| PREMISE| REASON| SUPPORT| 2
beneficio| I| PREMISE| REASON| SUPPORT| 2
inmediato| I| PREMISE| REASON| SUPPORT| 2
para| I| PREMISE| REASON| SUPPORT| 2
los| I| PREMISE| REASON| SUPPORT| 2
habitantes| I| PREMISE| REASON| SUPPORT| 2
de| I| PREMISE| REASON| SUPPORT| 2
Madrid| I| PREMISE| REASON| SUPPORT| 2
.| O| NA| NA| NA| 0
La| B| PREMISE| RESULT| SUPPORT| 1
limpieza| I| PREMISE| RESULT| SUPPORT| 1
es| I| PREMISE| RESULT| SUPPORT| 1
importante| I| PREMISE| RESULT| SUPPORT| 1
pero| I| PREMISE| RESULT| SUPPORT| 1
no| I| PREMISE| RESULT| SUPPORT| 1
prioritaria| I| PREMISE| RESULT| SUPPORT| 1
,| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
tanto| O| NA| NA| NA| 0
no| B| CLAIM| NA| NA| 0
apoyaré| I| CLAIM| NA| NA| 0
esta| I| CLAIM| NA| NA| 0
propuesta| I| CLAIM| NA| NA| 0
porque| O| NA| NA| NA| 0
no| B| PREMISE| REASON| SUPPORT| -1
lo| I| PREMISE| REASON| SUPPORT| -1
veo| I| PREMISE| REASON| SUPPORT| -1
prioritario| I| PREMISE| REASON| SUPPORT| -1
.| O| NA| NA| NA| 0

¡| O| NA| NA| NA| 0
¿| O| NA| NA| NA| 0
Qué| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
prioritario| O| NA| NA| NA| 0
la| O| NA| NA| NA| 0
limpieza| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
ciudad| O| NA| NA| NA| 0
?| O| NA| NA| NA| 0
!| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Si| O| NA| NA| NA| 0
para| B| PREMISE| CONDITION| SUPPORT| 1
ti| I| PREMISE| CONDITION| SUPPORT| 1
la| I| PREMISE| CONDITION| SUPPORT| 1
limpieza| I| PREMISE| CONDITION| SUPPORT| 1
no| I| PREMISE| CONDITION| SUPPORT| 1
es| I| PREMISE| CONDITION| SUPPORT| 1
prioritaria| I| PREMISE| CONDITION| SUPPORT| 1
me| B| CLAIM| NA| NA| 0
imagino| I| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
tampoco| I| CLAIM| NA| NA| 0
lo| I| CLAIM| NA| NA| 0
será| I| CLAIM| NA| NA| 0
para| I| CLAIM| NA| NA| 0
ti| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
sanidad| I| CLAIM| NA| NA| 0
pública| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0

La| B| CLAIM| NA| NA| 0
higiene| I| CLAIM| NA| NA| 0
pública| I| CLAIM| NA| NA| 0
es| I| CLAIM| NA| NA| 0
una| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
las| I| CLAIM| NA| NA| 0
máximas| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
cualquier| I| CLAIM| NA| NA| 0
sociedad| I| CLAIM| NA| NA| 0
civilizada| I| CLAIM| NA| NA| 0
y| I| CLAIM| NA| NA| 0
su| I| CLAIM| NA| NA| 0
ausencia| I| CLAIM| NA| NA| 0
una| I| CLAIM| NA| NA| 0
puerta| I| CLAIM| NA| NA| 0
abierta| I| CLAIM| NA| NA| 0
a| I| CLAIM| NA| NA| 0
otro| I| CLAIM| NA| NA| 0
males| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
Madrid| B| PREMISE| PRECISION| SUPPORT| -1
se| I| PREMISE| PRECISION| SUPPORT| -1
encuentra| I| PREMISE| PRECISION| SUPPORT| -1
en| I| PREMISE| PRECISION| SUPPORT| -1
un| I| PREMISE| PRECISION| SUPPORT| -1
estado| I| PREMISE| PRECISION| SUPPORT| -1
antihigienico| I| PREMISE| PRECISION| SUPPORT| -1
,| I| PREMISE| PRECISION| SUPPORT| -1
con| I| PREMISE| PRECISION| SUPPORT| -1
evidentes| I| PREMISE| PRECISION| SUPPORT| -1
problemas| I| PREMISE| PRECISION| SUPPORT| -1
de| I| PREMISE| PRECISION| SUPPORT| -1
salubridad| I| PREMISE| PRECISION| SUPPORT| -1
en| I| PREMISE| PRECISION| SUPPORT| -1
muchos| I| PREMISE| PRECISION| SUPPORT| -1
casos| I| PREMISE| PRECISION| SUPPORT| -1
Alguien| B| PREMISE| EXEMPLIFICATION| SUPPORT| -1
se| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
ha| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
parado| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
a| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
ver| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
el| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
estado| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
los| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
puntos| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
recogida| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
en| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
el| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
distrito| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
Centro| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
?| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
ejemplo| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Por| O| NA| NA| NA| 0
supuesto| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Y| O| NA| NA| NA| 0
el| B| PREMISE| REASON| SUPPORT| 1
problema| I| PREMISE| REASON| SUPPORT| 1
añadido| I| PREMISE| REASON| SUPPORT| 1
es| I| PREMISE| REASON| SUPPORT| 1
que| I| PREMISE| REASON| SUPPORT| 1
en| I| PREMISE| REASON| SUPPORT| 1
Madrid| I| PREMISE| REASON| SUPPORT| 1
llueve| I| PREMISE| REASON| SUPPORT| 1
poco| I| PREMISE| REASON| SUPPORT| 1
,| I| PREMISE| REASON| SUPPORT| 1
un| I| PREMISE| REASON| SUPPORT| 1
tanto| I| PREMISE| REASON| SUPPORT| 1
en| I| PREMISE| REASON| SUPPORT| 1
otoño| I| PREMISE| REASON| SUPPORT| 1
,| I| PREMISE| REASON| SUPPORT| 1
algunas| I| PREMISE| REASON| SUPPORT| 1
gotas| I| PREMISE| REASON| SUPPORT| 1
en| I| PREMISE| REASON| SUPPORT| 1
invierno| I| PREMISE| REASON| SUPPORT| 1
y| I| PREMISE| REASON| SUPPORT| 1
otro| I| PREMISE| REASON| SUPPORT| 1
chubasco| I| PREMISE| REASON| SUPPORT| 1
en| I| PREMISE| REASON| SUPPORT| 1
primavera| I| PREMISE| REASON| SUPPORT| 1
,| I| PREMISE| REASON| SUPPORT| 1
el| I| PREMISE| REASON| SUPPORT| 1
verano| I| PREMISE| REASON| SUPPORT| 1
nada| I| PREMISE| REASON| SUPPORT| 1
de| I| PREMISE| REASON| SUPPORT| 1
nada| I| PREMISE| REASON| SUPPORT| 1
,| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
eso| O| NA| NA| NA| 0
se| B| CLAIM| NA| NA| 0
requiere| I| CLAIM| NA| NA| 0
tanta| I| CLAIM| NA| NA| 0
limpieza| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
Necesitamos| B| CLAIM| NA| NA| 0
muchos| I| CLAIM| NA| NA| 0
camiones| I| CLAIM| NA| NA| 0
con| I| CLAIM| NA| NA| 0
mangueras| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
agua| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
barrer| B| PREMISE| REASON| SUPPORT| -1
no| I| PREMISE| REASON| SUPPORT| -1
es| I| PREMISE| REASON| SUPPORT| -1
suficiente| I| PREMISE| REASON| SUPPORT| -1
.| O| NA| NA| NA| 0
Las| B| PREMISE| REASON| SUPPORT| -2
calles| I| PREMISE| REASON| SUPPORT| -2
apestan| I| PREMISE| REASON| SUPPORT| -2
.| O| NA| NA| NA| 0

Rober| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
leo| O| NA| NA| NA| 0
estupefacto| O| NA| NA| NA| 0
tu| O| NA| NA| NA| 0
opinión| O| NA| NA| NA| 0
e| O| NA| NA| NA| 0
intuyo| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
eres| O| NA| NA| NA| 0
uno| O| NA| NA| NA| 0
de| O| NA| NA| NA| 0
los| O| NA| NA| NA| 0
que| O| NA| NA| NA| 0
ensucia| O| NA| NA| NA| 0
Madrid| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0
Si| O| NA| NA| NA| 0
la| B| PREMISE| CONDITION| SUPPORT| 1
basura| I| PREMISE| CONDITION| SUPPORT| 1
no| I| PREMISE| CONDITION| SUPPORT| 1
te| I| PREMISE| CONDITION| SUPPORT| 1
parece| I| PREMISE| CONDITION| SUPPORT| 1
un| I| PREMISE| CONDITION| SUPPORT| 1
problema| I| PREMISE| CONDITION| SUPPORT| 1
,| O| NA| NA| NA| 0
creo| B| PREMISE| NA| NA| 0
que| I| PREMISE| NA| NA| 0
tienes| I| PREMISE| NA| NA| 0
un| I| PREMISE| NA| NA| 0
serio| I| PREMISE| NA| NA| 0
problema| I| PREMISE| NA| NA| 0
sobre| I| PREMISE| NA| NA| 0
el| I| PREMISE| NA| NA| 0
concepto| I| PREMISE| NA| NA| 0
de| I| PREMISE| NA| NA| 0
una| I| PREMISE| NA| NA| 0
metropoli| I| PREMISE| NA| NA| 0
y| I| PREMISE| NA| NA| 0
capital| I| PREMISE| NA| NA| 0
de| I| PREMISE| NA| NA| 0
un| I| PREMISE| NA| NA| 0
país| I| PREMISE| NA| NA| 0
tan| I| PREMISE| NA| NA| 0
importante| I| PREMISE| NA| NA| 0
como| I| PREMISE| NA| NA| 0
es| I| PREMISE| NA| NA| 0
España| I| PREMISE| NA| NA| 0
.| O| NA| NA| NA| 0

Date| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
vuelta| O| NA| NA| NA| 0
por| O| NA| NA| NA| 0
Vallecas| O| NA| NA| NA| 0
y| O| NA| NA| NA| 0
después| O| NA| NA| NA| 0
me| O| NA| NA| NA| 0
dices| O| NA| NA| NA| 0
si| O| NA| NA| NA| 0
es| O| NA| NA| NA| 0
una| O| NA| NA| NA| 0
prioridad| O| NA| NA| NA| 0
o| O| NA| NA| NA| 0
no| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Hasta| B| CLAIM| NA| NA| 0
el| I| CLAIM| NA| NA| 0
centro| I| CLAIM| NA| NA| 0
esta| I| CLAIM| NA| NA| 0
sucio| I| CLAIM| NA| NA| 0
,| I| CLAIM| NA| NA| 0
la| I| CLAIM| NA| NA| 0
periferia| I| CLAIM| NA| NA| 0
Valdebernardo| I| CLAIM| NA| NA| 0
ya| I| CLAIM| NA| NA| 0
da| I| CLAIM| NA| NA| 0
asco| I| CLAIM| NA| NA| 0
.| O| NA| NA| NA| 0
La| B| PREMISE| REASON| SUPPORT| -1
basura| I| PREMISE| REASON| SUPPORT| -1
algún| I| PREMISE| REASON| SUPPORT| -1
día| I| PREMISE| REASON| SUPPORT| -1
ni| I| PREMISE| REASON| SUPPORT| -1
la| I| PREMISE| REASON| SUPPORT| -1
recogen| I| PREMISE| REASON| SUPPORT| -1
,| O| NA| NA| NA| 0
basura| B| PREMISE| REASON| SUPPORT| -2
fuera| I| PREMISE| REASON| SUPPORT| -2
de| I| PREMISE| REASON| SUPPORT| -2
los| I| PREMISE| REASON| SUPPORT| -2
contenedores| I| PREMISE| REASON| SUPPORT| -2
días| I| PREMISE| REASON| SUPPORT| -2
y| I| PREMISE| REASON| SUPPORT| -2
días| I| PREMISE| REASON| SUPPORT| -2
.| O| NA| NA| NA| 0
¿| O| NA| NA| NA| 0
Qué| O| NA| NA| NA| 0
está| O| NA| NA| NA| 0
pasando| O| NA| NA| NA| 0
?| O| NA| NA| NA| 0
.| O| NA| NA| NA| 0

Es| B| CLAIM| NA| NA| 0
una| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
las| I| CLAIM| NA| NA| 0
prioridades| I| CLAIM| NA| NA| 0
que| I| CLAIM| NA| NA| 0
deseamos| I| CLAIM| NA| NA| 0
tener| I| CLAIM| NA| NA| 0
los| I| CLAIM| NA| NA| 0
ciudadanos| I| CLAIM| NA| NA| 0
de| I| CLAIM| NA| NA| 0
Madrid| I| CLAIM| NA| NA| 0
,| O| NA| NA| NA| 0
entre| O| NA| NA| NA| 0
comillas| O| NA| NA| NA| 0
,| O| NA| NA| NA| 0
porque| O| NA| NA| NA| 0
parece| B| PREMISE| REASON| SUPPORT| -1
que| I| PREMISE| REASON| SUPPORT| -1
se| I| PREMISE| REASON| SUPPORT| -1
confirma| I| PREMISE| REASON| SUPPORT| -1
y| I| PREMISE| REASON| SUPPORT| -1
cada| I| PREMISE| REASON| SUPPORT| -1
vez| I| PREMISE| REASON| SUPPORT| -1
a| I| PREMISE| REASON| SUPPORT| -1
una| I| PREMISE| REASON| SUPPORT| -1
escala| I| PREMISE| REASON| SUPPORT| -1
mayor| I| PREMISE| REASON| SUPPORT| -1
que| I| PREMISE| REASON| SUPPORT| -1
hay| I| PREMISE| REASON| SUPPORT| -1
ciudadanos| I| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
primera| I| PREMISE| REASON| SUPPORT| -1
y| I| PREMISE| REASON| SUPPORT| -1
ciudadanos| I| PREMISE| REASON| SUPPORT| -1
de| I| PREMISE| REASON| SUPPORT| -1
segunda| I| PREMISE| REASON| SUPPORT| -1
.| O| NA| NA| NA| 0
Ejemplos| O| NA| NA| NA| 0
muchos| O| NA| NA| NA| 0
pero| O| NA| NA| NA| 0
aquí| O| NA| NA| NA| 0
va| O| NA| NA| NA| 0
uno| O| NA| NA| NA| 0
muy| O| NA| NA| NA| 0
significativo| O| NA| NA| NA| 0
:| O| NA| NA| NA| 0
El| B| PREMISE| EXEMPLIFICATION| SUPPORT| -1
barrio| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
Salamanca| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
,| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
barrio| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
del| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
Retiro| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
,| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
Puerta| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
del| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
Sol| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
,| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
y| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
alrededores| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
solo| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
100| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
metros| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
a| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
la| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
redonda| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
la| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
Asamblea| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
Madrid| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
,| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
están| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
impolutos| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
de| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
limpios| I| PREMISE| EXEMPLIFICATION| SUPPORT| -1
,| O| NA| NA| NA| 0
pero| O| NA| NA| NA| 0
una| B| PREMISE| OPPOSITION| ATTACK| -1
calle| I| PREMISE| OPPOSITION| ATTACK| -1
como| I| PREMISE| OPPOSITION| ATTACK| -1
es| I| PREMISE| OPPOSITION| ATTACK| -1
García| I| PREMISE| OPPOSITION| ATTACK| -1
Miranda| I| PREMISE| OPPOSITION| ATTACK| -1
,| I| PREMISE| OPPOSITION| ATTACK| -1
con| I| PREMISE| OPPOSITION| ATTACK| -1
solo| I| PREMISE| OPPOSITION| ATTACK| -1
cincuenta| I| PREMISE| OPPOSITION| ATTACK| -1
metros| I| PREMISE| OPPOSITION| ATTACK| -1
de| I| PREMISE| OPPOSITION| ATTACK| -1
longitus| I| PREMISE| OPPOSITION| ATTACK| -1
,| I| PREMISE| OPPOSITION| ATTACK| -1
tres| I| PREMISE| OPPOSITION| ATTACK| -1
papeleras| I| PREMISE| OPPOSITION| ATTACK| -1
,| I| PREMISE| OPPOSITION| ATTACK| -1
dos| I| PREMISE| OPPOSITION| ATTACK| -1
colegios| I| PREMISE| OPPOSITION| ATTACK| -1
especiales| I| PREMISE| OPPOSITION| ATTACK| -1
y| I| PREMISE| OPPOSITION| ATTACK| -1
seis| I| PREMISE| OPPOSITION| ATTACK| -1
portales| I| PREMISE| OPPOSITION| ATTACK| -1
de| I| PREMISE| OPPOSITION| ATTACK| -1
vecinos| I| PREMISE| OPPOSITION| ATTACK| -1
esta| I| PREMISE| OPPOSITION| ATTACK| -1
abandonada| I| PREMISE| OPPOSITION| ATTACK| -1
,| I| PREMISE| OPPOSITION| ATTACK| -1
papeleras| I| PREMISE| OPPOSITION| ATTACK| -1
llenas| I| PREMISE| OPPOSITION| ATTACK| -1
,| I| PREMISE| OPPOSITION| ATTACK| -1
toda| I| PREMISE| OPPOSITION| ATTACK| -1
clase| I| PREMISE| OPPOSITION| ATTACK| -1
de| I| PREMISE| OPPOSITION| ATTACK| -1
basura| I| PREMISE| OPPOSITION| ATTACK| -1
debajo| I| PREMISE| OPPOSITION| ATTACK| -1
de| I| PREMISE| OPPOSITION| ATTACK| -1
los| I| PREMISE| OPPOSITION| ATTACK| -1
coches| I| PREMISE| OPPOSITION| ATTACK| -1
,| I| PREMISE| OPPOSITION| ATTACK| -1
árboles| I| PREMISE| OPPOSITION| ATTACK| -1
que| I| PREMISE| OPPOSITION| ATTACK| -1
se| I| PREMISE| OPPOSITION| ATTACK| -1
están| I| PREMISE| OPPOSITION| ATTACK| -1
secando| I| PREMISE| OPPOSITION| ATTACK| -1
,| I| PREMISE| OPPOSITION| ATTACK| -1
alcantarillas| I| PREMISE| OPPOSITION| ATTACK| -1
que| I| PREMISE| OPPOSITION| ATTACK| -1
no| I| PREMISE| OPPOSITION| ATTACK| -1
nos| I| PREMISE| OPPOSITION| ATTACK| -1
dejan| I| PREMISE| OPPOSITION| ATTACK| -1
dormir| I| PREMISE| OPPOSITION| ATTACK| -1
por| I| PREMISE| OPPOSITION| ATTACK| -1
la| I| PREMISE| OPPOSITION| ATTACK| -1
noche| I| PREMISE| OPPOSITION| ATTACK| -1
,| I| PREMISE| OPPOSITION| ATTACK| -1
solares| I| PREMISE| OPPOSITION| ATTACK| -1
ocupados| I| PREMISE| OPPOSITION| ATTACK| -1
por| I| PREMISE| OPPOSITION| ATTACK| -1
camiones| I| PREMISE| OPPOSITION| ATTACK| -1
de| I| PREMISE| OPPOSITION| ATTACK| -1
muy| I| PREMISE| OPPOSITION| ATTACK| -1
dudosa| I| PREMISE| OPPOSITION| ATTACK| -1
identidad| I| PREMISE| OPPOSITION| ATTACK| -1
y| I| PREMISE| OPPOSITION| ATTACK| -1
todo| I| PREMISE| OPPOSITION| ATTACK| -1
esto| I| PREMISE| OPPOSITION| ATTACK| -1
a| I| PREMISE| OPPOSITION| ATTACK| -1
tan| I| PREMISE| OPPOSITION| ATTACK| -1
solo| I| PREMISE| OPPOSITION| ATTACK| -1
300| I| PREMISE| OPPOSITION| ATTACK| -1
metros| I| PREMISE| OPPOSITION| ATTACK| -1
de| I| PREMISE| OPPOSITION| ATTACK| -1
la| I| PREMISE| OPPOSITION| ATTACK| -1
